test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Teste de performance,00:00:30,global information,300,300,0,10,210.93,438.29,1688.08,423.42,428.29,1011.2,1563.65,254.3,0,0,0,0
